Electoral district number - Num̩ro de la circonscription,Electoral district name,Nom de la circonscription,Type of results*,Type de r̩sultats**,Surname - Nom de famille,Middle name(s) - Autre(s) pr̩nom(s),Given name - Pr̩nom,Political affiliation,Appartenance politique,Votes obtained - Votes obtenus,% Votes obtained - Votes obtenus %,Rejected ballots - Bulletins rejet̩s***,Total number of ballots cast - Nombre total de votes d̩pos̩s
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,preliminary,pr̩liminaires,Lehoux,,Jeff,Liberal,Lib̩ral,18666,32.6,0,57218
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,preliminary,pr̩liminaires,McCarthy,,Dan,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4893,8.6,0,57218
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,validated,valid̩s,Clouthier,,Hector,Independent,Ind̩pendant,6300,11,264,57423
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,validated,valid̩s,Gallant,,Cheryl,Conservative,Conservateur,26195,45.8,264,57423
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,validated,valid̩s,Klietsch,,Stefan,Green Party,Parti Vert,1105,1.9,264,57423
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,validated,valid̩s,Lehoux,,Jeff,Liberal,Lib̩ral,18666,32.7,264,57423
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,validated,valid̩s,McCarthy,,Dan,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4893,8.6,264,57423
35087,Richmond Hill,Richmond Hill,preliminary,pr̩liminaires,DeVita,,Adam,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3950,8,0,49113
35087,Richmond Hill,Richmond Hill,preliminary,pr̩liminaires,Jowhari,,Majid,Liberal,Lib̩ral,23032,46.9,0,49113
35087,Richmond Hill,Richmond Hill,preliminary,pr̩liminaires,Parsa,,Michael,Conservative,Conservateur,21275,43.3,0,49113
35087,Richmond Hill,Richmond Hill,preliminary,pr̩liminaires,Veenema,,Gwendolyn,Green Party,Parti Vert,856,1.7,0,49113
35087,Richmond Hill,Richmond Hill,validated,valid̩s,DeVita,,Adam,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3950,8,253,49366
35087,Richmond Hill,Richmond Hill,validated,valid̩s,Jowhari,,Majid,Liberal,Lib̩ral,23032,46.9,253,49366
35087,Richmond Hill,Richmond Hill,validated,valid̩s,Parsa,,Michael,Conservative,Conservateur,21275,43.3,253,49366
35087,Richmond Hill,Richmond Hill,validated,valid̩s,Veenema,,Gwendolyn,Green Party,Parti Vert,856,1.7,253,49366
35088,Carleton,Carleton,preliminary,pr̩liminaires,Coyne,,Deborah,Green Party,Parti Vert,1932,3.3,0,59139
35088,Carleton,Carleton,preliminary,pr̩liminaires,Larocque,,Kc,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3632,6.1,0,59139
35088,Carleton,Carleton,preliminary,pr̩liminaires,Poilievre,,Pierre,Conservative,Conservateur,27762,46.9,0,59139
35088,Carleton,Carleton,preliminary,pr̩liminaires,Rodgers,,Chris,Liberal,Lib̩ral,25813,43.6,0,59139
35088,Carleton,Carleton,validated,valid̩s,Coyne,,Deborah,Green Party,Parti Vert,1932,3.3,196,59435
35088,Carleton,Carleton,validated,valid̩s,Larocque,,Kc,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3632,6.1,196,59435
35088,Carleton,Carleton,validated,valid̩s,Poilievre,,Pierre,Conservative,Conservateur,27762,46.9,196,59435
35088,Carleton,Carleton,validated,valid̩s,Rodgers,,Chris,Liberal,Lib̩ral,25913,43.7,196,59435
35089,St. Catharines,St. Catharines,preliminary,pr̩liminaires,Bittle,,Chris,Liberal,Lib̩ral,24505,43.2,0,56784
35089,St. Catharines,St. Catharines,preliminary,pr̩liminaires,Dykstra,,Rick,Conservative,Conservateur,21357,37.6,0,56784
35089,St. Catharines,St. Catharines,preliminary,pr̩liminaires,Erskine-Fournier,,Susan,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,9374,16.5,0,56784
35089,St. Catharines,St. Catharines,preliminary,pr̩liminaires,Fannon,,Jim,Green Party,Parti Vert,1465,2.6,0,56784
35089,St. Catharines,St. Catharines,preliminary,pr̩liminaires,Waziruddin,,Saleh,Communist,Communiste,83,0.1,0,56784
35089,St. Catharines,St. Catharines,validated,valid̩s,Bittle,,Chris,Liberal,Lib̩ral,24870,43.2,243,57834
35089,St. Catharines,St. Catharines,validated,valid̩s,Dykstra,,Rick,Conservative,Conservateur,21637,37.6,243,57834
35089,St. Catharines,St. Catharines,validated,valid̩s,Erskine-Fournier,,Susan,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,9511,16.5,243,57834
35089,St. Catharines,St. Catharines,validated,valid̩s,Fannon,,Jim,Green Party,Parti Vert,1488,2.6,243,57834
35089,St. Catharines,St. Catharines,validated,valid̩s,Waziruddin,,Saleh,Communist,Communiste,85,0.1,243,57834
35090,Toronto--St. Paul's,Toronto--St. Paul's,preliminary,pr̩liminaires,Bennett,,Carolyn,Liberal,Lib̩ral,31482,55.2,0,57072
35090,Toronto--St. Paul's,Toronto--St. Paul's,preliminary,pr̩liminaires,Farmer,,Kevin,Green Party,Parti Vert,1829,3.2,0,57072
35090,Toronto--St. Paul's,Toronto--St. Paul's,preliminary,pr̩liminaires,MacDougall,,Marnie,Conservative,Conservateur,15375,26.9,0,57072
35090,Toronto--St. Paul's,Toronto--St. Paul's,preliminary,pr̩liminaires,Richler,,Noah,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,8386,14.7,0,57072
35090,Toronto--St. Paul's,Toronto--St. Paul's,validated,valid̩s,Bennett,,Carolyn,Liberal,Lib̩ral,31481,55.3,252,57224
35090,Toronto--St. Paul's,Toronto--St. Paul's,validated,valid̩s,Farmer,,Kevin,Green Party,Parti Vert,1729,3,252,57224
35090,Toronto--St. Paul's,Toronto--St. Paul's,validated,valid̩s,MacDougall,,Marnie,Conservative,Conservateur,15376,27,252,57224
35090,Toronto--St. Paul's,Toronto--St. Paul's,validated,valid̩s,Richler,,Noah,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,8386,14.7,252,57224
35091,Sarnia--Lambton,Sarnia--Lambton,preliminary,pr̩liminaires,Gladu,,Marilyn,Conservative,Conservateur,22576,38.8,0,58133
35091,Sarnia--Lambton,Sarnia--Lambton,preliminary,pr̩liminaires,McMichael,,Jason Wayne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,18098,31.1,0,58133
35091,Sarnia--Lambton,Sarnia--Lambton,preliminary,pr̩liminaires,McPhail,,Dave,Liberal,Lib̩ral,15846,27.3,0,58133
35091,Sarnia--Lambton,Sarnia--Lambton,preliminary,pr̩liminaires,Smith,,Peter,Green Party,Parti Vert,1613,2.8,0,58133
35091,Sarnia--Lambton,Sarnia--Lambton,validated,valid̩s,Gladu,,Marilyn,Conservative,Conservateur,22565,38.8,267,58392
35091,Sarnia--Lambton,Sarnia--Lambton,validated,valid̩s,McMichael,,Jason Wayne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,18102,31.1,267,58392
35091,Sarnia--Lambton,Sarnia--Lambton,validated,valid̩s,McPhail,,Dave,Liberal,Lib̩ral,15853,27.3,267,58392
35091,Sarnia--Lambton,Sarnia--Lambton,validated,valid̩s,Smith,,Peter,Green Party,Parti Vert,1605,2.8,267,58392
35092,Sault Ste. Marie,Sault Ste. Marie,preliminary,pr̩liminaires,Flannigan,,Kara,Green Party,Parti Vert,934,2.1,0,43815
35092,Sault Ste. Marie,Sault Ste. Marie,preliminary,pr̩liminaires,Hayes,,Bryan,Conservative,Conservateur,13615,31.1,0,43815
35092,Sault Ste. Marie,Sault Ste. Marie,preliminary,pr̩liminaires,Morrison,,Skip,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,9543,21.8,0,43815
35092,Sault Ste. Marie,Sault Ste. Marie,preliminary,pr̩liminaires,Sheehan,,Terry,Liberal,Lib̩ral,19640,44.8,0,43815
35092,Sault Ste. Marie,Sault Ste. Marie,preliminary,pr̩liminaires,Taffarel,,Mike,Marxist-Leninist,Marxiste-L̩niniste,83,0.2,0,43815
35092,Sault Ste. Marie,Sault Ste. Marie,validated,valid̩s,Flannigan,,Kara,Green Party,Parti Vert,934,2.1,200,43957
35092,Sault Ste. Marie,Sault Ste. Marie,validated,valid̩s,Hayes,,Bryan,Conservative,Conservateur,13615,31.1,200,43957
35092,Sault Ste. Marie,Sault Ste. Marie,validated,valid̩s,Morrison,,Skip,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,9543,21.8,200,43957
35092,Sault Ste. Marie,Sault Ste. Marie,validated,valid̩s,Sheehan,,Terry,Liberal,Lib̩ral,19582,44.8,200,43957
35092,Sault Ste. Marie,Sault Ste. Marie,validated,valid̩s,Taffarel,,Mike,Marxist-Leninist,Marxiste-L̩niniste,83,0.2,200,43957
35093,Scarborough--Agincourt,Scarborough--Agincourt,preliminary,pr̩liminaires,Chan,,Arnold,Liberal,Lib̩ral,21597,51.9,0,41573
35093,Scarborough--Agincourt,Scarborough--Agincourt,preliminary,pr̩liminaires,Chang,,Bin,Conservative,Conservateur,15809,38,0,41573
35093,Scarborough--Agincourt,Scarborough--Agincourt,preliminary,pr̩liminaires,Coutinho,,Jude,Christian Heritage Party,Parti de l'H̩ritage Chr̩tien,334,0.8,0,41573
35093,Scarborough--Agincourt,Scarborough--Agincourt,preliminary,pr̩liminaires,Patrick,,Laura,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3263,7.8,0,41573
35093,Scarborough--Agincourt,Scarborough--Agincourt,preliminary,pr̩liminaires,Scott,,Debra,Green Party,Parti Vert,570,1.4,0,41573
35093,Scarborough--Agincourt,Scarborough--Agincourt,validated,valid̩s,Chan,,Arnold,Liberal,Lib̩ral,21587,51.9,248,41804
35093,Scarborough--Agincourt,Scarborough--Agincourt,validated,valid̩s,Chang,,Bin,Conservative,Conservateur,15802,38,248,41804
35093,Scarborough--Agincourt,Scarborough--Agincourt,validated,valid̩s,Coutinho,,Jude,Christian Heritage Party,Parti de l'H̩ritage Chr̩tien,334,0.8,248,41804
35093,Scarborough--Agincourt,Scarborough--Agincourt,validated,valid̩s,Patrick,,Laura,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3263,7.9,248,41804
35093,Scarborough--Agincourt,Scarborough--Agincourt,validated,valid̩s,Scott,,Debra,Green Party,Parti Vert,570,1.4,248,41804
35094,Scarborough Centre,Scarborough-Centre,preliminary,pr̩liminaires,Androutsos,,Katerina,Libertarian,Libertarien,1487,3.3,0,45022
35094,Scarborough Centre,Scarborough-Centre,preliminary,pr̩liminaires,James,,Roxanne,Conservative,Conservateur,14543,32.3,0,45022
35094,Scarborough Centre,Scarborough-Centre,preliminary,pr̩liminaires,Thompson,,Lindsay,Green Party,Parti Vert,1013,2.3,0,45022
35094,Scarborough Centre,Scarborough-Centre,preliminary,pr̩liminaires,Wilson,,Alex,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,5226,11.6,0,45022
35094,Scarborough Centre,Scarborough-Centre,preliminary,pr̩liminaires,Zahid,,Salma,Liberal,Lib̩ral,22753,50.5,0,45022
35094,Scarborough Centre,Scarborough-Centre,validated,valid̩s,Androutsos,,Katerina,Libertarian,Libertarien,1384,3.1,407,45436
35094,Scarborough Centre,Scarborough-Centre,validated,valid̩s,James,,Roxanne,Conservative,Conservateur,14705,32.7,407,45436
35094,Scarborough Centre,Scarborough-Centre,validated,valid̩s,Thompson,,Lindsay,Green Party,Parti Vert,960,2.1,407,45436
35094,Scarborough Centre,Scarborough-Centre,validated,valid̩s,Wilson,,Alex,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,5227,11.6,407,45436
35094,Scarborough Centre,Scarborough-Centre,validated,valid̩s,Zahid,,Salma,Liberal,Lib̩ral,22753,50.5,407,45436
35095,Scarborough--Guildwood,Scarborough--Guildwood,preliminary,pr̩liminaires,Casselman,,Laura,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4720,11.3,0,41949
35095,Scarborough--Guildwood,Scarborough--Guildwood,preliminary,pr̩liminaires,Clarke,,Kevin,Independent,Ind̩pendant,185,0.4,0,41949
35095,Scarborough--Guildwood,Scarborough--Guildwood,preliminary,pr̩liminaires,Coulbeck,,Paul,Radical Marijuana,Radical Marijuana,142,0.3,0,41949
35095,Scarborough--Guildwood,Scarborough--Guildwood,preliminary,pr̩liminaires,Holding,,Kathleen,Green Party,Parti Vert,606,1.4,0,41949
35095,Scarborough--Guildwood,Scarborough--Guildwood,preliminary,pr̩liminaires,Konkel,,Chuck,Conservative,Conservateur,11109,26.5,0,41949
35095,Scarborough--Guildwood,Scarborough--Guildwood,preliminary,pr̩liminaires,McKay,,John,Liberal,Lib̩ral,25187,60,0,41949
35095,Scarborough--Guildwood,Scarborough--Guildwood,validated,valid̩s,Casselman,,Laura,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4720,11.3,198,42115
35095,Scarborough--Guildwood,Scarborough--Guildwood,validated,valid̩s,Clarke,,Kevin,Independent,Ind̩pendant,175,0.4,198,42115
35095,Scarborough--Guildwood,Scarborough--Guildwood,validated,valid̩s,Coulbeck,,Paul,Radical Marijuana,Radical Marijuana,141,0.3,198,42115
35095,Scarborough--Guildwood,Scarborough--Guildwood,validated,valid̩s,Holding,,Kathleen,Green Party,Parti Vert,606,1.4,198,42115
35095,Scarborough--Guildwood,Scarborough--Guildwood,validated,valid̩s,Konkel,,Chuck,Conservative,Conservateur,11108,26.5,198,42115
35095,Scarborough--Guildwood,Scarborough--Guildwood,validated,valid̩s,McKay,,John,Liberal,Lib̩ral,25167,60,198,42115
35096,Scarborough North,Scarborough-Nord,preliminary,pr̩liminaires,Chen,,Shaun,Liberal,Lib̩ral,18903,48.2,0,39187
35096,Scarborough North,Scarborough-Nord,preliminary,pr̩liminaires,Khatoon,,Aasia,Independent,Ind̩pendant,156,0.4,0,39187
35096,Scarborough North,Scarborough-Nord,preliminary,pr̩liminaires,MacDonald,,Eleni,Green Party,Parti Vert,579,1.5,0,39187
35096,Scarborough North,Scarborough-Nord,preliminary,pr̩liminaires,Malhi,,Ravinder,Conservative,Conservateur,10738,27.4,0,39187
35096,Scarborough North,Scarborough-Nord,preliminary,pr̩liminaires,Rosch,,Raphael,Independent,Ind̩pendant,164,0.4,0,39187
35096,Scarborough North,Scarborough-Nord,preliminary,pr̩liminaires,Sitsabaiesan,,Rathika,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,8647,22.1,0,39187
35096,Scarborough North,Scarborough-Nord,validated,valid̩s,Chen,,Shaun,Liberal,Lib̩ral,18904,48.2,216,39404
35096,Scarborough North,Scarborough-Nord,validated,valid̩s,Khatoon,,Aasia,Independent,Ind̩pendant,156,0.4,216,39404
35096,Scarborough North,Scarborough-Nord,validated,valid̩s,MacDonald,,Eleni,Green Party,Parti Vert,579,1.5,216,39404
35096,Scarborough North,Scarborough-Nord,validated,valid̩s,Malhi,,Ravinder,Conservative,Conservateur,10737,27.4,216,39404
35096,Scarborough North,Scarborough-Nord,validated,valid̩s,Rosch,,Raphael,Independent,Ind̩pendant,164,0.4,216,39404
35096,Scarborough North,Scarborough-Nord,validated,valid̩s,Sitsabaiesan,,Rathika,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,8648,22.1,216,39404
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,preliminary,pr̩liminaires,Anandasangaree,,Gary,Liberal,Lib̩ral,29906,60.1,0,49754
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,preliminary,pr̩liminaires,Lewis,,Leslyn,Conservative,Conservateur,13604,27.3,0,49754
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,preliminary,pr̩liminaires,Shanthikumar,,KM,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,5164,10.4,0,49754
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,preliminary,pr̩liminaires,Winter,,Calvin,Green Party,Parti Vert,1080,2.2,0,49754
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,validated,valid̩s,Anandasangaree,,Gary,Liberal,Lib̩ral,29913,60.2,235,49890
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,validated,valid̩s,Lewis,,Leslyn,Conservative,Conservateur,13587,27.4,235,49890
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,validated,valid̩s,Shanthikumar,,KM,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,5145,10.4,235,49890
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,validated,valid̩s,Winter,,Calvin,Green Party,Parti Vert,1010,2,235,49890
35098,Scarborough Southwest,Scarborough-Sud-Ouest,preliminary,pr̩liminaires,Blair,,Bill,Liberal,Lib̩ral,25585,52.5,0,48767
35098,Scarborough Southwest,Scarborough-Sud-Ouest,preliminary,pr̩liminaires,Harris,,Dan,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,11547,23.7,0,48767
35098,Scarborough Southwest,Scarborough-Sud-Ouest,preliminary,pr̩liminaires,Nallaratnam,,Roshan,Conservative,Conservateur,10376,21.3,0,48767
35098,Scarborough Southwest,Scarborough-Sud-Ouest,preliminary,pr̩liminaires,Taylor,,Tommy,Green Party,Parti Vert,1259,2.6,0,48767
35098,Scarborough Southwest,Scarborough-Sud-Ouest,validated,valid̩s,Blair,,Bill,Liberal,Lib̩ral,25586,52.5,277,49043
35098,Scarborough Southwest,Scarborough-Sud-Ouest,validated,valid̩s,Harris,,Dan,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,11574,23.7,277,49043
35098,Scarborough Southwest,Scarborough-Sud-Ouest,validated,valid̩s,Nallaratnam,,Roshan,Conservative,Conservateur,10347,21.2,277,49043
35098,Scarborough Southwest,Scarborough-Sud-Ouest,validated,valid̩s,Taylor,,Tommy,Green Party,Parti Vert,1259,2.6,277,49043
35099,Simcoe--Grey,Simcoe--Grey,preliminary,pr̩liminaires,Fleming,,JoAnne,Green Party,Parti Vert,2923,4.4,0,65693
35099,Simcoe--Grey,Simcoe--Grey,preliminary,pr̩liminaires,Leitch,,Kellie,Conservative,Conservateur,30602,46.6,0,65693
35099,Simcoe--Grey,Simcoe--Grey,preliminary,pr̩liminaires,MacEachern,,Mike,Liberal,Lib̩ral,25308,38.5,0,65693
35099,Simcoe--Grey,Simcoe--Grey,preliminary,pr̩liminaires,Matthews,,David,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,6332,9.6,0,65693
35099,Simcoe--Grey,Simcoe--Grey,preliminary,pr̩liminaires,Noordegraaf,,Len,Christian Heritage Party,Parti de l'H̩ritage Chr̩tien,528,0.8,0,65693
35099,Simcoe--Grey,Simcoe--Grey,validated,valid̩s,Fleming,,JoAnne,Green Party,Parti Vert,2923,4.4,225,65972
35099,Simcoe--Grey,Simcoe--Grey,validated,valid̩s,Leitch,,Kellie,Conservative,Conservateur,30612,46.6,225,65972
35099,Simcoe--Grey,Simcoe--Grey,validated,valid̩s,MacEachern,,Mike,Liberal,Lib̩ral,25352,38.6,225,65972
35099,Simcoe--Grey,Simcoe--Grey,validated,valid̩s,Matthews,,David,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,6332,9.6,225,65972
35099,Simcoe--Grey,Simcoe--Grey,validated,valid̩s,Noordegraaf,,Len,Christian Heritage Party,Parti de l'H̩ritage Chr̩tien,528,0.8,225,65972
35100,Simcoe North,Simcoe-Nord,preliminary,pr̩liminaires,Banigan,,Richard,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,6030,10.6,0,57035
35100,Simcoe North,Simcoe-Nord,preliminary,pr̩liminaires,Kearey-Moreland,,Jacob,No Affiliation,Aucune appartenance,616,1.1,0,57035
35100,Simcoe North,Simcoe-Nord,preliminary,pr̩liminaires,Riley,,Liz,Liberal,Lib̩ral,22714,39.8,0,57035
35100,Simcoe North,Simcoe-Nord,preliminary,pr̩liminaires,Stanton,,Bruce,Conservative,Conservateur,24810,43.5,0,57035
35100,Simcoe North,Simcoe-Nord,preliminary,pr̩liminaires,Stubbins,,Peter,Green Party,Parti Vert,2537,4.4,0,57035
35100,Simcoe North,Simcoe-Nord,preliminary,pr̩liminaires,Whittaker,,Scott,Christian Heritage Party,Parti de l'H̩ritage Chr̩tien,328,0.6,0,57035
35100,Simcoe North,Simcoe-Nord,validated,valid̩s,Banigan,,Richard,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,6037,10.6,189,57260
35100,Simcoe North,Simcoe-Nord,validated,valid̩s,Kearey-Moreland,,Jacob,No Affiliation,Aucune appartenance,618,1.1,189,57260
35100,Simcoe North,Simcoe-Nord,validated,valid̩s,Riley,,Liz,Liberal,Lib̩ral,22718,39.8,189,57260
35100,Simcoe North,Simcoe-Nord,validated,valid̩s,Stanton,,Bruce,Conservative,Conservateur,24836,43.5,189,57260
35100,Simcoe North,Simcoe-Nord,validated,valid̩s,Stubbins,,Peter,Green Party,Parti Vert,2543,4.5,189,57260
35100,Simcoe North,Simcoe-Nord,validated,valid̩s,Whittaker,,Scott,Christian Heritage Party,Parti de l'H̩ritage Chr̩tien,319,0.6,189,57260
35101,Spadina--Fort York,Spadina--Fort York,preliminary,pr̩liminaires,Chow,,Olivia,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,14989,27.4,0,54706
35101,Spadina--Fort York,Spadina--Fort York,preliminary,pr̩liminaires,Danley,,Sharon,Green Party,Parti Vert,1143,2.1,0,54706
35101,Spadina--Fort York,Spadina--Fort York,preliminary,pr̩liminaires,Lin,,Nick,Marxist-Leninist,Marxiste-L̩niniste,68,0.1,0,54706
35101,Spadina--Fort York,Spadina--Fort York,preliminary,pr̩liminaires,Nicula,,Michael,PACT,PRCT,90,0.2,0,54706
35101,Spadina--Fort York,Spadina--Fort York,preliminary,pr̩liminaires,Vaughan,,Adam,Liberal,Lib̩ral,29814,54.5,0,54706
35101,Spadina--Fort York,Spadina--Fort York,preliminary,pr̩liminaires,Zuniga,,Sabrina,Conservative,Conservateur,8602,15.7,0,54706
35101,Spadina--Fort York,Spadina--Fort York,validated,valid̩s,Chow,,Olivia,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,15047,27.3,268,55416
35101,Spadina--Fort York,Spadina--Fort York,validated,valid̩s,Danley,,Sharon,Green Party,Parti Vert,1137,2.1,268,55416
35101,Spadina--Fort York,Spadina--Fort York,validated,valid̩s,Lin,,Nick,Marxist-Leninist,Marxiste-L̩niniste,59,0.1,268,55416
35101,Spadina--Fort York,Spadina--Fort York,validated,valid̩s,Nicula,,Michael,PACT,PRCT,91,0.2,268,55416
35101,Spadina--Fort York,Spadina--Fort York,validated,valid̩s,Vaughan,,Adam,Liberal,Lib̩ral,30141,54.7,268,55416
35101,Spadina--Fort York,Spadina--Fort York,validated,valid̩s,Zuniga,,Sabrina,Conservative,Conservateur,8673,15.7,268,55416
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,preliminary,pr̩liminaires,Burger,,Patrick,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4333,8.2,0,53016
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,preliminary,pr̩liminaires,Clement,,Bernadette,Liberal,Lib̩ral,20450,38.6,0,53016
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,preliminary,pr̩liminaires,Kennedy,,Elaine,Green Party,Parti Vert,1192,2.2,0,53016
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,preliminary,pr̩liminaires,Lauzon,,Guy,Conservative,Conservateur,27041,51,0,53016
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,validated,valid̩s,Burger,,Patrick,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4332,8.2,234,53300
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,validated,valid̩s,Clement,,Bernadette,Liberal,Lib̩ral,20452,38.5,234,53300
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,validated,valid̩s,Kennedy,,Elaine,Green Party,Parti Vert,1191,2.2,234,53300
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,validated,valid̩s,Lauzon,,Guy,Conservative,Conservateur,27091,51.1,234,53300
35103,Sudbury,Sudbury,preliminary,pr̩liminaires,Audet,,Jean-Raymond,Independent,Ind̩pendant,134,0.3,0,49629
35103,Sudbury,Sudbury,preliminary,pr̩liminaires,Lefebvre,,Paul,Liberal,Lib̩ral,23534,47.4,0,49629
35103,Sudbury,Sudbury,preliminary,pr̩liminaires,Loewenberg,,Paul,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,13793,27.8,0,49629
35103,Sudbury,Sudbury,preliminary,pr̩liminaires,Popescu,,J. David,Independent,Ind̩pendant,84,0.2,0,49629
35103,Sudbury,Sudbury,preliminary,pr̩liminaires,Robinson,,David,Green Party,Parti Vert,1509,3,0,49629
35103,Sudbury,Sudbury,preliminary,pr̩liminaires,Rowley,,Elizabeth,Communist,Communiste,110,0.2,0,49629
35103,Sudbury,Sudbury,preliminary,pr̩liminaires,Slade,,Fred,Conservative,Conservateur,10465,21.1,0,49629
35103,Sudbury,Sudbury,validated,valid̩s,Audet,,Jean-Raymond,Independent,Ind̩pendant,134,0.3,209,49838
35103,Sudbury,Sudbury,validated,valid̩s,Lefebvre,,Paul,Liberal,Lib̩ral,23534,47.4,209,49838
35103,Sudbury,Sudbury,validated,valid̩s,Loewenberg,,Paul,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,13793,27.8,209,49838
35103,Sudbury,Sudbury,validated,valid̩s,Popescu,,J. David,Independent,Ind̩pendant,84,0.2,209,49838
35103,Sudbury,Sudbury,validated,valid̩s,Robinson,,David,Green Party,Parti Vert,1509,3,209,49838
35103,Sudbury,Sudbury,validated,valid̩s,Rowley,,Elizabeth,Communist,Communiste,102,0.2,209,49838
35103,Sudbury,Sudbury,validated,valid̩s,Slade,,Fred,Conservative,Conservateur,10473,21.1,209,49838
35104,Thornhill,Thornhill,preliminary,pr̩liminaires,Balfour,,Gene,Libertarian,Libertarien,587,1.1,0,54488
35104,Thornhill,Thornhill,preliminary,pr̩liminaires,Cherry,,Lorne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,2820,5.2,0,54488
35104,Thornhill,Thornhill,preliminary,pr̩liminaires,Coldham,,Nancy,Liberal,Lib̩ral,18385,33.7,0,54488
35104,Thornhill,Thornhill,preliminary,pr̩liminaires,Fairbairn,,Margaret Leigh,Seniors Party,Parti des ąn̩s,158,0.3,0,54488
35104,Thornhill,Thornhill,preliminary,pr̩liminaires,Kent,,Peter,Conservative,Conservateur,31911,58.6,0,54488
35104,Thornhill,Thornhill,preliminary,pr̩liminaires,Rachlis,,Josh,Green Party,Parti Vert,627,1.2,0,54488
35104,Thornhill,Thornhill,validated,valid̩s,Balfour,,Gene,Libertarian,Libertarien,587,1.1,324,54815
35104,Thornhill,Thornhill,validated,valid̩s,Cherry,,Lorne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,2814,5.2,324,54815
35104,Thornhill,Thornhill,validated,valid̩s,Coldham,,Nancy,Liberal,Lib̩ral,18395,33.8,324,54815
35104,Thornhill,Thornhill,validated,valid̩s,Fairbairn,,Margaret Leigh,Seniors Party,Parti des ąn̩s,157,0.3,324,54815
